Location,Item,Sale Department,Master Sale Department,DOB,Quantity,Net Amount,Gross Amount,Item Number
317 Marketplace,"SLD P3-Avocado","MODIFIERS","FOOD",4/20/2018,2,2,2,52
317 Marketplace,"SLD P3-Sliced Egg","MODIFIERS","FOOD",4/20/2018,1,1,1,54
317 Marketplace,"SLD The Avocado","VEG","FOOD",4/20/2018,2,14,14,530
317 Marketplace,"SLD Turkey!","Turkey","FOOD",4/20/2018,1,7,7,527
317 Marketplace,"---Strawberry","Beverages","NA BEVERAGE",4/20/2018,1,0,0,202
317 Marketplace,"SUP Buffalo Chicken!","Chicken","FOOD",4/20/2018,1,11.75,11.75,525
317 Marketplace,"SUP Krab Salad!","Seafood","FOOD",4/20/2018,1,11.75,11.75,542
317 Marketplace,"Superfood Wich","FAVORITES","FOOD",4/20/2018,3,20.25,23.25,312
317 Marketplace,"The Reuben","FAVORITES","FOOD",4/20/2018,5,38.75,38.75,271
317 Marketplace,"Turkey","KIDS","FOOD",4/20/2018,2,0,0,365
317 Marketplace,"Ultimate BLT","FAVORITES","FOOD",4/20/2018,13,93.17,100.75,248
317 Marketplace,"Wheat Bread","MODIFIERS","FOOD",4/20/2018,5,0,0,70
317 Marketplace,"White Bread","MODIFIERS","FOOD",4/20/2018,13,0,0,69
317 Marketplace,"WRP Black Bean Patty!","VEG","FOOD",4/20/2018,1,6,6,532
317 Marketplace,"WRP Chicken Cordon Bleu!","HAM","FOOD",4/20/2018,1,6,6,538
317 Marketplace,"WRP Club!","CLASSIC","FOOD",4/20/2018,1,6,6,523
317 Marketplace,"WRP Double Meat","MODIFIERS","FOOD",4/20/2018,1,2,2,53
317 Marketplace,"WRP P2-Bacon","MODIFIERS","FOOD",4/20/2018,1,1,1,51
317 Marketplace,"WRP Turkey!","Turkey","FOOD",4/20/2018,5,27,30,527
317 Marketplace,"WRP Wicked!","Wicked","FOOD",4/20/2018,1,8,8,520
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",4/21/2018,17,50.34,53.5,342
317 Marketplace,"16oz Shake - ---Chocolate","Beverages","NA BEVERAGE",4/21/2018,3,0,0,0
317 Marketplace,"16oz Shake - ---Oreo","Beverages","NA BEVERAGE",4/21/2018,2,0,0,0
317 Marketplace,"16oz Shake - ---Strawberry","Beverages","NA BEVERAGE",4/21/2018,1,0,0,0
317 Marketplace,"16oz Shake - ---Vanilla","Beverages","NA BEVERAGE",4/21/2018,2,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",4/21/2018,109,203.39,218,251
317 Marketplace,"22oz Fountain Drink - ---Coca-Cola (Reg)","Beverages","NA BEVERAGE",4/21/2018,1,0,0,0
317 Marketplace,"22oz Shake","Beverages","NA BEVERAGE",4/21/2018,1,4,4,343
317 Marketplace,"22oz Shake - ---Strawberry","Beverages","NA BEVERAGE",4/21/2018,1,0,0,0
317 Marketplace,"32oz Fountain Drink","Beverages","NA BEVERAGE",4/21/2018,23,48.78,51.75,252
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",4/21/2018,3,5.7,6,644
317 Marketplace,"---Baked Lay's","Sides","FOOD",4/21/2018,1,0,0,233
317 Marketplace,"---BBQ Chips","Sides","FOOD",4/21/2018,1,0,0,237
317 Marketplace,"---Birthday","Sides","FOOD",4/21/2018,1,0,0,648
317 Marketplace,"Bottled Water","Beverages","NA BEVERAGE",4/21/2018,2,3.5,3.5,1760
317 Marketplace,"Brunchwich","EGGWICH","FOOD",4/21/2018,2,16.5,16.5,661
317 Marketplace,"Can Drink","Beverages","NA BEVERAGE",4/21/2018,1,1.5,1.5,1770
317 Marketplace,"---Candy Token","KIDS","FOOD",4/21/2018,1,0,0,354
317 Marketplace,"---Carrot","Sides","FOOD",4/21/2018,3,0,0,649
317 Marketplace,"Cheeseburgerwich","EGGWICH","FOOD",4/21/2018,2,16.5,16.5,662
317 Marketplace,"Chips","Sides","FOOD",4/21/2018,134,160.63,167.5,20002
317 Marketplace,"---Chips House","Sides","FOOD",4/21/2018,3,0,0,42
317 Marketplace,"---Chocolate","Beverages","NA BEVERAGE",4/21/2018,2,0,0,200
317 Marketplace,"Cobb Salad Wrap","FAVORITES","FOOD",4/21/2018,4,31,31,466
317 Marketplace,"---Coca-Cola (Lg)","Beverages","NA BEVERAGE",4/21/2018,1,0,0,290
317 Marketplace,"Coldwich","MODIFIERS","FOOD",4/21/2018,4,0,0,145
317 Marketplace,"Courtney's Cake","Sides","FOOD",4/21/2018,4,7.15,7.8,646
317 Marketplace,"Courtney's Cookie","Sides","FOOD",4/21/2018,10,13.39,15,311
317 Marketplace,"Gyro Fav","FAVORITES","FOOD",4/21/2018,3,23.25,23.25,426
317 Marketplace,"Hotwich","MODIFIERS","FOOD",4/21/2018,15,0,0,144
317 Marketplace,"Italian Club","FAVORITES","FOOD",4/21/2018,8,62,62,263
317 Marketplace,"Juice Box","Beverages","NA BEVERAGE",4/21/2018,1,1,1,1305
317 Marketplace,"K Apple Slices","KIDS","FOOD",4/21/2018,1,0,0,367
317 Marketplace,"K Cheese Pizzawich","KIDS","FOOD",4/21/2018,5,25,25,6
317 Marketplace,"K Choc Milk","KIDS","FOOD",4/21/2018,5,0,0,11
317 Marketplace,"K Grilled Cheese","KIDS","FOOD",4/21/2018,3,15,15,4
317 Marketplace,"K Juice","KIDS","FOOD",4/21/2018,5,0,0,12
317 Marketplace,"K Milk","KIDS","FOOD",4/21/2018,4,0,0,10
317 Marketplace,"K PB & J","KIDS","FOOD",4/21/2018,2,10,10,3
317 Marketplace,"Kidswich","KIDS","FOOD",4/21/2018,7,33.64,35,2
317 Marketplace,"---Lay's Regular","Sides","FOOD",4/21/2018,1,0,0,232
317 Marketplace,"---Lemonade (Lg)","Beverages","NA BEVERAGE",4/21/2018,1,0,0,307
317 Marketplace,"LRG Black Bean Patty!","VEG","FOOD",4/21/2018,3,22.3,25.5,532
317 Marketplace,"LRG Buffalo Chicken!","Chicken","FOOD",4/21/2018,6,49.28,51,525
317 Marketplace,"LRG Chicken Pesto!","Chicken","FOOD",4/21/2018,1,8.5,8.5,526
317 Marketplace,"LRG Chicken!","Chicken","FOOD",4/21/2018,5,38.59,42.5,524
317 Marketplace,"LRG Club!","CLASSIC","FOOD",4/21/2018,1,4.74,8.5,523
317 Marketplace,"LRG Double Meat","MODIFIERS","FOOD",4/21/2018,1,3,3,53
317 Marketplace,"LRG French Dip!","Beef","FOOD",4/21/2018,1,8.5,8.5,541
317 Marketplace,"LRG Grinder!","Italian","FOOD",4/21/2018,4,34,34,535
317 Marketplace,"LRG Ham!","HAM","FOOD",4/21/2018,1,8.5,8.5,536
317 Marketplace,"LRG Krab Salad!","Seafood","FOOD",4/21/2018,1,8.5,8.5,542
317 Marketplace,"LRG P2-Bacon","MODIFIERS","FOOD",4/21/2018,2,3,3,51
317 Marketplace,"LRG P2-Double Cheese","MODIFIERS","FOOD",4/21/2018,1,1.5,1.5,50
317 Marketplace,"LRG P3-Avocado","MODIFIERS","FOOD",4/21/2018,2,3,3,52
317 Marketplace,"LRG P3-Sliced Egg","MODIFIERS","FOOD",4/21/2018,1,1.5,1.5,54
317 Marketplace,"LRG Pepperoni Pizzawich!","Italian","FOOD",4/21/2018,1,8.5,8.5,533
317 Marketplace,"LRG Roast Beef!","Beef","FOOD",4/21/2018,2,17,17,539
317 Marketplace,"LRG Surf & Turf!","Seafood","FOOD",4/21/2018,1,8.5,8.5,544
317 Marketplace,"LRG The Avocado","VEG","FOOD",4/21/2018,1,8.5,8.5,530
317 Marketplace,"LRG Turkey!","Turkey","FOOD",4/21/2018,14,110.32,119,527
317 Marketplace,"LRG Wicked!","Wicked","FOOD",4/21/2018,4,35.96,40,520
317 Marketplace,"LTW Buffalo Chicken!","Chicken","FOOD",4/21/2018,1,6,6,525
317 Marketplace,"LTW Chicken!","Chicken","FOOD",4/21/2018,1,6,6,524
317 Marketplace,"LTW Ham!","HAM","FOOD",4/21/2018,1,6,6,536
317 Marketplace,"LTW P2-Bacon","MODIFIERS","FOOD",4/21/2018,1,1,1,51
317 Marketplace,"LTW P3-Avocado","MODIFIERS","FOOD",4/21/2018,2,2,2,52
317 Marketplace,"LTW Turkey!","Turkey","FOOD",4/21/2018,3,16.36,18,527
317 Marketplace,"LTW Turkeywich!","Turkey","FOOD",4/21/2018,1,6,6,528
317 Marketplace,"Make It A Large","MODIFIERS","FOOD",4/21/2018,3,9,9,554
317 Marketplace,"Meatball Grinder","FAVORITES","FOOD",4/21/2018,2,11.16,15.5,190
317 Marketplace,"---Oreo","Beverages","NA BEVERAGE",4/21/2018,2,0,0,201
317 Marketplace,"P1-American","MODIFIERS","FOOD",4/21/2018,1,0,0,56
317 Marketplace,"P1-Pesto","MODIFIERS","FOOD",4/21/2018,4,0,0,91
317 Marketplace,"P2-Bleu Cheese","MODIFIERS","FOOD",4/21/2018,1,0,0,57
317 Marketplace,"P2-Caramel Onion","MODIFIERS","FOOD",4/21/2018,1,0,0,109
317 Marketplace,"P2-Cheddar","MODIFIERS","FOOD",4/21/2018,6,0,0,60
317 Marketplace,"P2-Hot Pepper Mix","MODIFIERS","FOOD",4/21/2018,1,0,0,136
317 Marketplace,"P2-Marinara","MODIFIERS","FOOD",4/21/2018,2,0,0,90
317 Marketplace,"P2-Mozzarella","MODIFIERS","FOOD",4/21/2018,4,0,0,65
317 Marketplace,"P2-Mushrooms","MODIFIERS","FOOD",4/21/2018,1,0,0,128
317 Marketplace,"P2-Provolone","MODIFIERS","FOOD",4/21/2018,2,0,0,63
317 Marketplace,"P2-Quinoa","MODIFIERS","FOOD",4/21/2018,1,0,0,339
317 Marketplace,"P2-Side Au Jus","MODIFIERS","FOOD",4/21/2018,1,0,0,105
317 Marketplace,"P2-Swiss","MODIFIERS","FOOD",4/21/2018,3,0,0,59
317 Marketplace,"P3-Avocado","MODIFIERS","FOOD",4/21/2018,3,0,0,318
317 Marketplace,"P3-Black Olives","MODIFIERS","FOOD",4/21/2018,4,0,0,126
317 Marketplace,"P3-Crispy Strings","MODIFIERS","FOOD",4/21/2018,1,0,0,111
317 Marketplace,"P3-Honey Mustard","MODIFIERS","FOOD",4/21/2018,3,0,0,74
317 Marketplace,"P3-Jalapeno Hummus","MODIFIERS","FOOD",4/21/2018,1,0,0,317
317 Marketplace,"P3-Light Mayo","MODIFIERS","FOOD",4/21/2018,1,0,0,77
317 Marketplace,"P3-Oil","MODIFIERS","FOOD",4/21/2018,1,0,0,137
317 Marketplace,"P3-Pickles","MODIFIERS","FOOD",4/21/2018,4,0,0,115
317 Marketplace,"P3-Ranch","MODIFIERS","FOOD",4/21/2018,1,0,0,102
317 Marketplace,"P3-Red Onions","MODIFIERS","FOOD",4/21/2018,1,0,0,110
317 Marketplace,"P3-Regular Mayo","MODIFIERS","FOOD",4/21/2018,4,0,0,76
317 Marketplace,"P3-Roast Red Peppers","MODIFIERS","FOOD",4/21/2018,1,0,0,319
317 Marketplace,"P3-Sliced Egg*","MODIFIERS","FOOD",4/21/2018,1,0,0,628
317 Marketplace,"P3-Spicy Ranch","MODIFIERS","FOOD",4/21/2018,1,0,0,103
317 Marketplace,"P4-Garlic","MODIFIERS","FOOD",4/21/2018,1,0,0,142
317 Marketplace,"P4-Lettuce","MODIFIERS","FOOD",4/21/2018,6,0,0,112
317 Marketplace,"P4-Oregano","MODIFIERS","FOOD",4/21/2018,2,0,0,139
317 Marketplace,"P4-Pepper","MODIFIERS","FOOD",4/21/2018,2,0,0,141
317 Marketplace,"P4-Salt","MODIFIERS","FOOD",4/21/2018,1,0,0,140
317 Marketplace,"P4-Spinach","MODIFIERS","FOOD",4/21/2018,2,0,0,120
317 Marketplace,"P4-Tomato","MODIFIERS","FOOD",4/21/2018,7,0,0,114
317 Marketplace,"P4-Vinegar","MODIFIERS","FOOD",4/21/2018,1,0,0,138
317 Marketplace,"Philly Cheesesteak","FAVORITES","FOOD",4/21/2018,13,98.64,100.75,186
317 Marketplace,"Project PB&J Wich","PRJCT PB&J","FOOD",4/21/2018,1,3,3,38
317 Marketplace,"REG Black Bean Patty!","VEG","FOOD",4/21/2018,5,27.79,30,532
317 Marketplace,"REG Buffalo Chicken!","Chicken","FOOD",4/21/2018,9,52.96,54,525
317 Marketplace,"REG Caprese!","VEG","FOOD",4/21/2018,2,12,12,531
317 Marketplace,"REG Chicken Pesto!","Chicken","FOOD",4/21/2018,4,24,24,526
317 Marketplace,"REG Chicken Salad!","CLASSIC","FOOD",4/21/2018,1,6,6,521
317 Marketplace,"REG Chicken!","Chicken","FOOD",4/21/2018,13,63,78,524
317 Marketplace,"REG Club!","CLASSIC","FOOD",4/21/2018,2,10.1,12,523
317 Marketplace,"REG Corned Beef!","Beef","FOOD",4/21/2018,1,5.54,6,540
317 Marketplace,"REG Double Meat","MODIFIERS","FOOD",4/21/2018,4,8,8,53
317 Marketplace,"REG French Dip!","Beef","FOOD",4/21/2018,5,30,30,541
317 Marketplace,"REG Grinder!","Italian","FOOD",4/21/2018,7,42,42,535
317 Marketplace,"REG Ham!","HAM","FOOD",4/21/2018,10,55.48,60,536
317 Marketplace,"REG Krab Salad!","Seafood","FOOD",4/21/2018,4,22.12,24,542
317 Marketplace,"REG Meatball!","Italian","FOOD",4/21/2018,8,45.11,48,534
317 Marketplace,"REG Muffuletta!","HAM","FOOD",4/21/2018,2,10.18,12,537
317 Marketplace,"REG P2-Bacon","MODIFIERS","FOOD",4/21/2018,13,13,13,51
317 Marketplace,"REG P2-Double Cheese","MODIFIERS","FOOD",4/21/2018,4,4,4,50
317 Marketplace,"REG P3-Avocado","MODIFIERS","FOOD",4/21/2018,10,10,10,52
317 Marketplace,"REG P3-Sliced Egg","MODIFIERS","FOOD",4/21/2018,4,4,4,54
317 Marketplace,"REG Pepperoni Pizzawich!","Italian","FOOD",4/21/2018,1,6,6,533
317 Marketplace,"REG Roast Beef!","Beef","FOOD",4/21/2018,8,44.11,48,539
317 Marketplace,"REG Thank You Turkey!","Turkey","FOOD",4/21/2018,1,4.12,6,529
317 Marketplace,"REG The Avocado","VEG","FOOD",4/21/2018,14,78,84,530
317 Marketplace,"REG Tuna Salad!","Seafood","FOOD",4/21/2018,8,45.55,48,543
317 Marketplace,"REG Turkey!","Turkey","FOOD",4/21/2018,47,273.83,282,527
317 Marketplace,"REG Turkeywich!","Turkey","FOOD",4/21/2018,3,18,18,528
317 Marketplace,"REG Wicked!","Wicked","FOOD",4/21/2018,5,29.02,35,520
317 Marketplace,"Roast Beef","KIDS","FOOD",4/21/2018,1,0,0,364
317 Marketplace,"---Salt & Vinegar","Sides","FOOD",4/21/2018,1,0,0,238
317 Marketplace,"SLD Black Bean Patty!","VEG","FOOD",4/21/2018,1,7,7,532
317 Marketplace,"SLD P2-Bacon","MODIFIERS","FOOD",4/21/2018,1,1,1,51
317 Marketplace,"SLD P3-Avocado","MODIFIERS","FOOD",4/21/2018,1,1,1,52
317 Marketplace,"SLD P3-Sliced Egg","MODIFIERS","FOOD",4/21/2018,2,2,2,54
317 Marketplace,"SLD Turkey!","Turkey","FOOD",4/21/2018,2,14,14,527
317 Marketplace,"SUP Black Bean Patty!","VEG","FOOD",4/21/2018,2,15.67,23.5,532
317 Marketplace,"SUP Buffalo Chicken!","Chicken","FOOD",4/21/2018,1,11.75,11.75,525
317 Marketplace,"SUP Meatball!","Italian","FOOD",4/21/2018,1,9.2,11.75,534
317 Marketplace,"SUP P3-Avocado","MODIFIERS","FOOD",4/21/2018,1,2,2,52
317 Marketplace,"SUP The Avocado","VEG","FOOD",4/21/2018,1,11.75,11.75,530
317 Marketplace,"SUP Wicked!","Wicked","FOOD",4/21/2018,1,6.18,13.5,520
317 Marketplace,"Superfood Wich","FAVORITES","FOOD",4/21/2018,4,28.05,31,312
317 Marketplace,"The Reuben","FAVORITES","FOOD",4/21/2018,3,20.82,23.25,271
317 Marketplace,"Turkey","KIDS","FOOD",4/21/2018,6,0,0,365
317 Marketplace,"Ultimate BLT","FAVORITES","FOOD",4/21/2018,10,77.5,77.5,248
317 Marketplace,"---Vanilla","Beverages","NA BEVERAGE",4/21/2018,1,0,0,199
317 Marketplace,"Wheat Bread","MODIFIERS","FOOD",4/21/2018,7,0,0,70
317 Marketplace,"White Bread","MODIFIERS","FOOD",4/21/2018,11,0,0,69
317 Marketplace,"WRP Buffalo Chicken!","Chicken","FOOD",4/21/2018,1,3.89,6,525
317 Marketplace,"WRP Chicken Pesto!","Chicken","FOOD",4/21/2018,1,6,6,526
317 Marketplace,"WRP P3-Avocado","MODIFIERS","FOOD",4/21/2018,1,1,1,52
317 Marketplace,"WRP P3-Sliced Egg","MODIFIERS","FOOD",4/21/2018,1,1,1,54
317 Marketplace,"WRP The Avocado","VEG","FOOD",4/21/2018,2,12,12,530
317 Marketplace,"WRP Tuna Salad!","Seafood","FOOD",4/21/2018,1,6,6,543
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",4/22/2018,11,34.45,35.75,342
317 Marketplace,"16oz Shake - ---Chocolate","Beverages","NA BEVERAGE",4/22/2018,2,0,0,0
317 Marketplace,"16oz Shake - ---Oreo","Beverages","NA BEVERAGE",4/22/2018,5,0,0,0
317 Marketplace,"16oz Shake - ---Strawberry","Beverages","NA BEVERAGE",4/22/2018,2,0,0,0
317 Marketplace,"16oz Shake - ---Vanilla","Beverages","NA BEVERAGE",4/22/2018,1,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",4/22/2018,73,138.25,146,251
317 Marketplace,"32oz Fountain Drink","Beverages","NA BEVERAGE",4/22/2018,18,39.48,40.5,252
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",4/22/2018,7,11.27,14,644
317 Marketplace,"Banh Mi","EGGWICH","FOOD",4/22/2018,2,16.5,16.5,663
317 Marketplace,"---Birthday","Sides","FOOD",4/22/2018,3,0,0,648
317 Marketplace,"Brunchwich","EGGWICH","FOOD",4/22/2018,3,24.75,24.75,661
317 Marketplace,"Chips","Sides","FOOD",4/22/2018,95,112.28,118.75,20002
317 Marketplace,"Cobb Salad Wrap","FAVORITES","FOOD",4/22/2018,5,36.09,38.75,466
317 Marketplace,"---Coca-Cola (Reg)","Beverages","NA BEVERAGE",4/22/2018,2,0,0,289
317 Marketplace,"Coldwich","MODIFIERS","FOOD",4/22/2018,2,0,0,145
317 Marketplace,"Courtney's Cake","Sides","FOOD",4/22/2018,3,5.85,5.85,646
317 Marketplace,"Courtney's Cookie","Sides","FOOD",4/22/2018,3,4.5,4.5,311
317 Marketplace,"Gyro Fav","FAVORITES","FOOD",4/22/2018,7,39.87,54.25,426
317 Marketplace,"Ham","KIDS","FOOD",4/22/2018,1,0,0,363
317 Marketplace,"Hotwich","MODIFIERS","FOOD",4/22/2018,4,0,0,144
317 Marketplace,"Italian Club","FAVORITES","FOOD",4/22/2018,2,15.5,15.5,263
317 Marketplace,"Juice Box","Beverages","NA BEVERAGE",4/22/2018,1,1,1,1305
317 Marketplace,"K Choc Milk","KIDS","FOOD",4/22/2018,3,0,0,11
317 Marketplace,"K Grilled Cheese","KIDS","FOOD",4/22/2018,1,5,5,4
317 Marketplace,"K Juice","KIDS","FOOD",4/22/2018,2,0,0,12
317 Marketplace,"K Milk","KIDS","FOOD",4/22/2018,3,1.08,1.25,10
317 Marketplace,"K PB & J","KIDS","FOOD",4/22/2018,4,18.91,20,3
317 Marketplace,"Kidswich","KIDS","FOOD",4/22/2018,4,20,20,2
317 Marketplace,"---Lay's Regular","Sides","FOOD",4/22/2018,1,0,0,232
317 Marketplace,"LRG Black Bean Patty!","VEG","FOOD",4/22/2018,2,17,17,532
317 Marketplace,"LRG Buffalo Chicken!","Chicken","FOOD",4/22/2018,1,8.5,8.5,525
317 Marketplace,"LRG Chicken Cordon Bleu!","HAM","FOOD",4/22/2018,1,8.5,8.5,538
317 Marketplace,"LRG Chicken Pesto!","Chicken","FOOD",4/22/2018,1,8.5,8.5,526
317 Marketplace,"LRG Corned Beef!","Beef","FOOD",4/22/2018,1,8.5,8.5,540
317 Marketplace,"LRG French Dip!","Beef","FOOD",4/22/2018,1,8.5,8.5,541
317 Marketplace,"LRG Grinder!","Italian","FOOD",4/22/2018,7,56.59,59.5,535
317 Marketplace,"LRG Ham!","HAM","FOOD",4/22/2018,2,17,17,536
317 Marketplace,"LRG Meatball!","Italian","FOOD",4/22/2018,1,8.5,8.5,534
317 Marketplace,"LRG Muffuletta!","HAM","FOOD",4/22/2018,1,4.98,8.5,537
317 Marketplace,"LRG P2-Bacon","MODIFIERS","FOOD",4/22/2018,1,1.5,1.5,51
317 Marketplace,"LRG P3-Avocado","MODIFIERS","FOOD",4/22/2018,1,1.5,1.5,52
317 Marketplace,"LRG P3-Sliced Egg","MODIFIERS","FOOD",4/22/2018,1,1.5,1.5,54
317 Marketplace,"LRG Roast Beef!","Beef","FOOD",4/22/2018,2,13.15,17,539
317 Marketplace,"LRG Surf & Turf!","Seafood","FOOD",4/22/2018,1,8.5,8.5,544
317 Marketplace,"LRG The Avocado","VEG","FOOD",4/22/2018,3,25.5,25.5,530
317 Marketplace,"LRG Turkey!","Turkey","FOOD",4/22/2018,5,42.5,42.5,527
317 Marketplace,"LRG Wicked!","Wicked","FOOD",4/22/2018,1,10,10,520
317 Marketplace,"LTW Egg Salad!","CLASSIC","FOOD",4/22/2018,1,3.52,6,522
317 Marketplace,"LTW Turkey!","Turkey","FOOD",4/22/2018,1,6,6,527
317 Marketplace,"LTW Turkeywich!","Turkey","FOOD",4/22/2018,2,12,12,528
317 Marketplace,"Meatball Grinder","FAVORITES","FOOD",4/22/2018,3,23.25,23.25,190
317 Marketplace,"P1-American","MODIFIERS","FOOD",4/22/2018,1,0,0,56
317 Marketplace,"P1-Buffalo","MODIFIERS","FOOD",4/22/2018,2,0,0,88
317 Marketplace,"P1-Pesto","MODIFIERS","FOOD",4/22/2018,2,0,0,91
317 Marketplace,"P2-Bleu Cheese","MODIFIERS","FOOD",4/22/2018,1,0,0,57
317 Marketplace,"P2-Cheddar","MODIFIERS","FOOD",4/22/2018,2,0,0,60
317 Marketplace,"P2-Hot Pepper Mix","MODIFIERS","FOOD",4/22/2018,1,0,0,136
317 Marketplace,"P2-Mozzarella","MODIFIERS","FOOD",4/22/2018,3,0,0,65
317 Marketplace,"P2-Mushrooms","MODIFIERS","FOOD",4/22/2018,3,0,0,128
317 Marketplace,"P2-Provolone","MODIFIERS","FOOD",4/22/2018,1,0,0,63
317 Marketplace,"P2-Sauerkraut","MODIFIERS","FOOD",4/22/2018,1,0,0,133
317 Marketplace,"P2-Swiss","MODIFIERS","FOOD",4/22/2018,3,0,0,59
317 Marketplace,"P3-1000 Island","MODIFIERS","FOOD",4/22/2018,1,0,0,98
317 Marketplace,"P3-Avocado","MODIFIERS","FOOD",4/22/2018,3,0,0,318
317 Marketplace,"P3-Balsamic","MODIFIERS","FOOD",4/22/2018,3,0,0,87
317 Marketplace,"P3-Bell Peppers","MODIFIERS","FOOD",4/22/2018,4,0,0,124
317 Marketplace,"P3-Black Olives","MODIFIERS","FOOD",4/22/2018,2,0,0,126
317 Marketplace,"P3-Chipotle Mayo","MODIFIERS","FOOD",4/22/2018,1,0,0,329
317 Marketplace,"P3-Crispy Strings","MODIFIERS","FOOD",4/22/2018,3,0,0,111
317 Marketplace,"P3-Cucumbers","MODIFIERS","FOOD",4/22/2018,3,0,0,118
317 Marketplace,"P3-Jalapenos","MODIFIERS","FOOD",4/22/2018,1,0,0,123
317 Marketplace,"P3-Pickles","MODIFIERS","FOOD",4/22/2018,1,0,0,115
317 Marketplace,"P3-Ranch","MODIFIERS","FOOD",4/22/2018,1,0,0,102
317 Marketplace,"P3-Red Onions","MODIFIERS","FOOD",4/22/2018,5,0,0,110
317 Marketplace,"P3-Sliced Egg*","MODIFIERS","FOOD",4/22/2018,1,0,0,628
317 Marketplace,"P3-Yellow Mustard","MODIFIERS","FOOD",4/22/2018,1,0,0,72
317 Marketplace,"P4-Garlic","MODIFIERS","FOOD",4/22/2018,1,0,0,142
317 Marketplace,"P4-Lettuce","MODIFIERS","FOOD",4/22/2018,6,0,0,112
317 Marketplace,"P4-Spinach","MODIFIERS","FOOD",4/22/2018,4,0,0,120
317 Marketplace,"P4-Tomato","MODIFIERS","FOOD",4/22/2018,6,0,0,114
317 Marketplace,"Philly Cheesesteak","FAVORITES","FOOD",4/22/2018,7,54.25,54.25,186
317 Marketplace,"Powerade","Beverages","NA BEVERAGE",4/22/2018,1,2.25,2.25,1310
317 Marketplace,"REG Black Bean Patty!","VEG","FOOD",4/22/2018,3,12.5,18,532
317 Marketplace,"REG Buffalo Chicken!","Chicken","FOOD",4/22/2018,5,30,30,525
317 Marketplace,"REG Caprese!","VEG","FOOD",4/22/2018,3,15.97,18,531
317 Marketplace,"REG Chicken Cordon Bleu!","HAM","FOOD",4/22/2018,1,6,6,538
317 Marketplace,"REG Chicken Pesto!","Chicken","FOOD",4/22/2018,1,6,6,526
317 Marketplace,"REG Chicken Salad!","CLASSIC","FOOD",4/22/2018,3,18,18,521
317 Marketplace,"REG Chicken!","Chicken","FOOD",4/22/2018,8,48,48,524
317 Marketplace,"REG Club!","CLASSIC","FOOD",4/22/2018,3,18,18,523
317 Marketplace,"REG Corned Beef!","Beef","FOOD",4/22/2018,1,6,6,540
317 Marketplace,"REG Double Meat","MODIFIERS","FOOD",4/22/2018,4,8,8,53
317 Marketplace,"REG Egg Salad!","CLASSIC","FOOD",4/22/2018,3,15.89,18,522
317 Marketplace,"REG French Dip!","Beef","FOOD",4/22/2018,1,5.17,6,541
317 Marketplace,"REG Grinder!","Italian","FOOD",4/22/2018,5,30,30,535
317 Marketplace,"REG Ham!","HAM","FOOD",4/22/2018,8,48,48,536
317 Marketplace,"REG Meatball!","Italian","FOOD",4/22/2018,2,10.69,12,534
317 Marketplace,"REG Muffuletta!","HAM","FOOD",4/22/2018,1,6,6,537
317 Marketplace,"REG P2-Bacon","MODIFIERS","FOOD",4/22/2018,3,3,3,51
317 Marketplace,"REG P2-Double Cheese","MODIFIERS","FOOD",4/22/2018,1,1,1,50
317 Marketplace,"REG P3-Avocado","MODIFIERS","FOOD",4/22/2018,4,4,4,52
317 Marketplace,"REG Pepperoni Pizzawich!","Italian","FOOD",4/22/2018,4,24,24,533
317 Marketplace,"REG Roast Beef!","Beef","FOOD",4/22/2018,7,32.77,42,539
317 Marketplace,"REG The Avocado","VEG","FOOD",4/22/2018,6,32.18,36,530
317 Marketplace,"REG Tuna Salad!","Seafood","FOOD",4/22/2018,2,9,12,543
317 Marketplace,"REG Turkey!","Turkey","FOOD",4/22/2018,26,142.31,156,527
317 Marketplace,"REG Wicked!","Wicked","FOOD",4/22/2018,3,19.02,21,520
317 Marketplace,"SLD Black Bean Patty!","VEG","FOOD",4/22/2018,1,7,7,532
317 Marketplace,"SLD Chicken!","Chicken","FOOD",4/22/2018,1,7,7,524
317 Marketplace,"SLD P2-Bacon","MODIFIERS","FOOD",4/22/2018,1,1,1,51
317 Marketplace,"SLD P3-Avocado","MODIFIERS","FOOD",4/22/2018,2,2,2,52
317 Marketplace,"SLD P3-Sliced Egg","MODIFIERS","FOOD",4/22/2018,2,2,2,54
317 Marketplace,"SLD Roast Beef!","Beef","FOOD",4/22/2018,1,5.25,7,539
317 Marketplace,"SLD Turkey!","Turkey","FOOD",4/22/2018,4,28,28,527
317 Marketplace,"SUP Buffalo Chicken!","Chicken","FOOD",4/22/2018,1,11.75,11.75,525
317 Marketplace,"SUP Double Meat","MODIFIERS","FOOD",4/22/2018,1,4,4,53
317 Marketplace,"SUP Krab Salad!","Seafood","FOOD",4/22/2018,1,11.75,11.75,542
317 Marketplace,"SUP Roast Beef!","Beef","FOOD",4/22/2018,1,11.75,11.75,539
